set_num,name,year,theme_id,num_parts,img_url,figs,retail,unique_figs,rating,retire_month,value
75204-1,Sandspeeder,2018,158,278,https://cdn.rebrickable.com/media/sets/75204-1.jpg,2,34.99,2,4.8,April 2018,47.71
75205-1,Mos Eisley Cantina,2018,158,376,https://cdn.rebrickable.com/media/sets/75205-1.jpg,4,44.99,1,4.5,April 2018,51.94
75208-1,Yoda's Hut,2018,158,229,https://cdn.rebrickable.com/media/sets/75208-1.jpg,3,25.99,2,4.8,November 2019,43.55
75209-1,Han Solo's Landspeeder,2018,158,345,https://cdn.rebrickable.com/media/sets/75209-1.jpg,2,25.99,2,4.6,August 2019,29.74
75210-1,Moloch's Landspeeder,2018,158,464,https://cdn.rebrickable.com/media/sets/75210-1.jpg,2,44.99,2,4.5,December 2019,37.89
75211-1,Imperial TIE Fighter,2018,158,519,https://cdn.rebrickable.com/media/sets/75211-1.jpg,4,64.99,4,4.9,August 2019,158.77
75212-1,Kessel Run Millennium Falcon,2018,158,1414,https://cdn.rebrickable.com/media/sets/75212-1.jpg,7,149.99,5,4.7,February 2020,190.87
75213-1,Star Wars Advent Calendar 2018,2018,209,307,https://cdn.rebrickable.com/media/sets/75213-1.jpg,7,24.99,2,4.6,November 2018,45.39
75214-1,Anakin's Jedi Starfighter,2018,158,247,https://cdn.rebrickable.com/media/sets/75214-1.jpg,2,25.99,1,4.8,August 2020,55.82
75215-1,Cloud-Rider Swoop Bikes,2018,158,355,https://cdn.rebrickable.com/media/sets/75215-1.jpg,3,25.99,3,4.6,September 2019,37.01
75216-1,Snoke's Throne Room,2018,158,492,https://cdn.rebrickable.com/media/sets/75216-1.jpg,5,64.99,1,4.7,September 2019,82.90
75217-1,Imperial Conveyex Transport,2018,158,622,https://cdn.rebrickable.com/media/sets/75217-1.jpg,5,79.99,4,4.7,October 2019,156.72
75218-1,X-Wing Starfighter,2018,158,730,https://cdn.rebrickable.com/media/sets/75218-1.jpg,4,89.99,3,4.9,November 2019,104.46
75219-1,Imperial AT-Hauler,2018,158,829,https://cdn.rebrickable.com/media/sets/75219-1.jpg,5,89.99,5,4.5,September 2019,120.36
75220-1,Sandcrawler,2018,158,1239,https://cdn.rebrickable.com/media/sets/75220-1.jpg,6,109.99,3,4.8,November 2019,184.22
75221-1,Imperial Landing Craft,2018,158,636,https://cdn.rebrickable.com/media/sets/75221-1.jpg,5,79.99,2,4.8,November 2019,134.47
75222-1,Betrayal at Cloud City,2018,158,2812,https://cdn.rebrickable.com/media/sets/75222-1.jpg,21,299.99,7,4.9,November 2019,780.78
75227-1,Darth Vader Bust,2019,158,327,https://cdn.rebrickable.com/media/sets/75227-1.jpg,0,31.59,0,5.0,April 2019,118.19
75229-1,Death Star Escape,2019,158,329,https://cdn.rebrickable.com/media/sets/75229-1.jpg,3,24.99,3,4.8,December 2019,38.87
75230-1,Porg,2018,158,811,https://cdn.rebrickable.com/media/sets/75230-1.jpg,0,59.99,0,4.8,December 2019,106.69
75232-1,Kylo Ren & Sith Trooper,2019,610,240,https://cdn.rebrickable.com/media/sets/75232-1.jpg,0,17.99,0,4.9,September 2020,28.17
75233-1,Droid Gunship,2019,158,389,https://cdn.rebrickable.com/media/sets/75233-1.jpg,4,54.99,0,4.9,December 2019,132.36
75234-1,AT-AP Walker,2019,158,689,https://cdn.rebrickable.com/media/sets/75234-1.jpg,5,64.99,1,4.9,July 2020,172.35
75239-1,Action Battle Hoth Generator Attack,2019,158,235,https://cdn.rebrickable.com/media/sets/75239-1.jpg,2,24.99,1,4.6,May 2021,28.57
75240-1,Major Vonreg's TIE Fighter,2019,158,496,https://cdn.rebrickable.com/media/sets/75240-1.jpg,4,64.99,4,4.9,January 2021,100.59
75241-1,Action Battle Echo Base Defense,2019,158,504,https://cdn.rebrickable.com/media/sets/75241-1.jpg,6,54.99,4,4.6,December 2020,56.90
75242-1,Black Ace TIE Interceptor,2019,158,396,https://cdn.rebrickable.com/media/sets/75242-1.jpg,3,44.99,2,4.7,December 2020,55.24
75243-1,Slave I - 20th Anniversary Edition,2019,158,1007,https://cdn.rebrickable.com/media/sets/75243-1.jpg,6,109.99,3,4.9,November 2020,154.14
75244-1,Tantive IV,2019,158,1772,https://cdn.rebrickable.com/media/sets/75244-1.jpg,6,179.99,2,5.0,December 2020,231.21
75245-1,Star Wars Advent Calendar 2019,2019,209,280,https://cdn.rebrickable.com/media/sets/75245-1.jpg,9,24.99,2,4.7,November 2019,41.12
75248-1,Resistance A-Wing Starfighter,2019,158,269,https://cdn.rebrickable.com/media/sets/75248-1.jpg,2,24.99,2,4.7,March 2021,33.82
75249-1,Resistance Y-Wing Starfighter,2019,158,578,https://cdn.rebrickable.com/media/sets/75249-1.jpg,5,59.99,3,4.7,November 2021,60.18
75250-1,Pasaana Speeder Chase,2019,158,373,https://cdn.rebrickable.com/media/sets/75250-1.jpg,4,44.99,2,4.6,July 2021,35.73
75251-1,Darth Vader's Castle,2018,158,1060,https://cdn.rebrickable.com/media/sets/75251-1.jpg,6,119.99,2,4.8,October 2021,144.14
75252-1,Imperial Star Destroyer,2019,171,4784,https://cdn.rebrickable.com/media/sets/75252-1.jpg,2,649.99,2,4.8,December 2022,835.07
75253-1,Droid Commander,2019,158,1177,https://cdn.rebrickable.com/media/sets/75253-1.jpg,0,179.99,0,4.7,February 2021,181.69
75254-1,AT-ST Raider,2019,158,540,https://cdn.rebrickable.com/media/sets/75254-1.jpg,4,49.99,2,4.8,March 2022,34.75
75255-1,Yoda,2019,158,1771,https://cdn.rebrickable.com/media/sets/75255-1.jpg,1,89.99,0,4.7,October 2022,99.98
75256-1,Kylo Ren's Shuttle,2019,158,1005,https://cdn.rebrickable.com/media/sets/75256-1.jpg,6,99.99,4,4.7,November 2021,141.30
75258-1,Anakin's Podracer - 20th Anniversary Edition,2019,158,279,https://cdn.rebrickable.com/media/sets/75258-1.jpg,3,24.99,2,4.8,January 2021,42.62
75259-1,Snowspeeder - 20th Anniversary Edition,2019,158,309,https://cdn.rebrickable.com/media/sets/75259-1.jpg,4,34.99,3,4.9,December 2019,99.36
75261-1,Clone Scout Walker - 20th Anniversary Edition,2019,158,250,https://cdn.rebrickable.com/media/sets/75261-1.jpg,5,24.99,3,4.9,April 2020,62.36
75269-1,Duel on Mustafar,2020,158,208,https://cdn.rebrickable.com/media/sets/75269-1.jpg,2,19.99,1,4.7,June 2021,35.95
75270-1,Obi-Wan's Hut,2020,158,200,https://cdn.rebrickable.com/media/sets/75270-1.jpg,4,24.99,1,4.6,November 2021,29.73
75271-1,Luke Skywalker's Landspeeder,2020,158,236,https://cdn.rebrickable.com/media/sets/75271-1.jpg,2,24.99,1,4.7,January 2022,31.93
75272-1,Sith TIE Fighter,2020,158,470,https://cdn.rebrickable.com/media/sets/75272-1.jpg,3,64.99,1,4.5,November 2021,67.07
75273-1,Poe Dameron's X-wing Fighter,2020,158,761,https://cdn.rebrickable.com/media/sets/75273-1.jpg,4,89.99,3,4.7,November 2021,84.99
75274-1,TIE Fighter Pilot,2020,158,724,https://cdn.rebrickable.com/media/sets/75274-1.jpg,0,54.99,0,4.9,January 2022,225.20
75275-1,A-Wing Starfighter,2020,171,1672,https://cdn.rebrickable.com/media/sets/75275-1.jpg,1,179.0,1,4.8,November 2021,227.36
75276-1,Stormtrooper,2020,158,647,https://cdn.rebrickable.com/media/sets/75276-1.jpg,0,54.99,0,4.8,March 2022,127.58
75277-1,Boba Fett,2020,158,625,https://cdn.rebrickable.com/media/sets/75277-1.jpg,0,54.99,0,4.8,December 2022,63.58
75278-1,D-O,2020,158,519,https://cdn.rebrickable.com/media/sets/75278-1.jpg,1,64.99,0,4.5,September 2022,66.65
75279-1,Star Wars Advent Calendar 2020,2020,209,311,https://cdn.rebrickable.com/media/sets/75279-1.jpg,8,24.99,5,4.6,November 2021,44.60
75280-1,501st Legion Clone Troopers,2020,158,285,https://cdn.rebrickable.com/media/sets/75280-1.jpg,6,24.99,1,4.6,January 2023,32.20
75281-1,Anakin's Jedi Interceptor,2020,158,248,https://cdn.rebrickable.com/media/sets/75281-1.jpg,2,24.99,1,4.7,December 2021,70.84
75283-1,Armored Assault Tank (AAT),2020,158,286,https://cdn.rebrickable.com/media/sets/75283-1.jpg,4,34.99,1,4.8,December 2022,38.90
75284-1,Knights of Ren Transport Ship,2020,158,595,https://cdn.rebrickable.com/media/sets/75284-1.jpg,3,64.99,2,4.6,December 2021,59.53
75286-1,General Grievous's Starfighter,2020,158,487,https://cdn.rebrickable.com/media/sets/75286-1.jpg,3,74.99,1,4.8,March 2022,117.43
75288-1,AT-AT,2020,158,1267,https://cdn.rebrickable.com/media/sets/75288-1.jpg,6,149.99,4,4.7,December 2023,157.37
75291-1,Death Star Final Duel,2020,158,775,https://cdn.rebrickable.com/media/sets/75291-1.jpg,5,89.99,1,4.8,November 2021,106.40
75292-1,The Razor Crest,2020,158,1023,https://cdn.rebrickable.com/media/sets/75292-1.jpg,5,119.99,3,4.8,November 2023,122.99
75293-1,Resistance I-TS Transport,2020,158,932,https://cdn.rebrickable.com/media/sets/75293-1.jpg,4,89.99,4,4.6,February 2022,103.92
75317-1,The Mandalorian & The Child,2020,610,295,https://cdn.rebrickable.com/media/sets/75317-1.jpg,0,17.99,0,4.7,November 2023,18.59
75318-1,The Child,2020,158,1073,https://cdn.rebrickable.com/media/sets/75318-1.jpg,1,79.99,0,4.7,December 2023,64.29
7553-1,City Advent Calendar 2011,2011,208,231,https://cdn.rebrickable.com/media/sets/7553-1.jpg,6,17.99,6,4.2,November 2011,36.04
75532-1,Scout Trooper & Speeder Bike,2017,158,452,https://cdn.rebrickable.com/media/sets/75532-1.jpg,0,49.99,0,4.7,November 2018,73.85
75551-1,Brick-Built Minions and Their Lair,2020,689,876,https://cdn.rebrickable.com/media/sets/75551-1.jpg,3,44.99,3,4.7,October 2022,62.56
75810-1,The Upside Down,2019,680,2287,https://cdn.rebrickable.com/media/sets/75810-1.jpg,8,179.99,8,4.9,January 2022,311.24
75823-1,Bird Island Egg Heist,2016,606,281,https://cdn.rebrickable.com/media/sets/75823-1.jpg,3,34.99,3,4.6,August 2017,43.33
75824-1,Pig City Teardown,2016,606,386,https://cdn.rebrickable.com/media/sets/75824-1.jpg,4,39.99,4,4.6,August 2017,73.83
75825-1,Piggy Pirate Ship,2016,606,620,https://cdn.rebrickable.com/media/sets/75825-1.jpg,4,59.99,4,4.3,July 2017,73.06
75826-1,King Pig's Castle,2016,606,859,https://cdn.rebrickable.com/media/sets/75826-1.jpg,5,74.99,5,4.7,August 2017,120.92
75827-1,Firehouse Headquarters,2016,607,4642,https://cdn.rebrickable.com/media/sets/75827-1.jpg,10,274.99,14,4.9,March 2018,559.46
75828-1,Ecto-1 & 2,2016,607,556,https://cdn.rebrickable.com/media/sets/75828-1.jpg,6,49.99,6,4.2,November 2017,99.05
75874-1,Chevrolet Camaro Drag Race,2016,601,448,https://cdn.rebrickable.com/media/sets/75874-1.jpg,3,29.99,3,4.9,December 2017,114.02
75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,2016,601,672,https://cdn.rebrickable.com/media/sets/75875-1.jpg,4,39.99,4,4.9,December 2017,193.10
75876-1,Porsche 919 Hybrid and 917K Pit Lane,2016,601,743,https://cdn.rebrickable.com/media/sets/75876-1.jpg,5,69.99,5,4.7,December 2017,166.91
75877-1,Mercedes-AMG GT3,2017,601,203,https://cdn.rebrickable.com/media/sets/75877-1.jpg,1,12.99,1,4.8,December 2018,50.65
75881-1,2016 Ford GT & 1966 Ford GT40,2017,601,373,https://cdn.rebrickable.com/media/sets/75881-1.jpg,3,29.99,3,4.8,November 2018,103.13
75882-1,Ferrari FXX K & Development Center,2017,601,496,https://cdn.rebrickable.com/media/sets/75882-1.jpg,4,44.99,4,4.8,January 2018,134.81
75883-1,MERCEDES AMG PETRONAS Formula One Team,2017,601,963,https://cdn.rebrickable.com/media/sets/75883-1.jpg,8,84.99,7,4.7,December 2018,221.34
75885-1,Ford Fiesta M-Sport WRC,2018,601,210,https://cdn.rebrickable.com/media/sets/75885-1.jpg,1,12.99,1,4.8,January 2020,31.82
75888-1,Porsche 911 RSR and 911 Turbo 3.0,2018,601,398,https://cdn.rebrickable.com/media/sets/75888-1.jpg,3,34.99,3,4.9,December 2019,59.69
75889-1,Ferrari Ultimate Garage,2018,601,856,https://cdn.rebrickable.com/media/sets/75889-1.jpg,7,89.99,7,4.7,December 2019,116.87
75890-1,Ferrari F40 Competizione,2019,601,204,https://cdn.rebrickable.com/media/sets/75890-1.jpg,1,12.99,1,4.6,September 2021,15.83
75892-1,McLaren Senna,2019,601,222,https://cdn.rebrickable.com/media/sets/75892-1.jpg,1,12.99,1,4.8,August 2021,17.97
75893-1,2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T,2019,601,485,https://cdn.rebrickable.com/media/sets/75893-1.jpg,3,34.99,3,4.8,July 2021,32.15
75894-1,1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy,2019,601,496,https://cdn.rebrickable.com/media/sets/75894-1.jpg,4,44.99,4,4.8,November 2020,53.49
75902-1,The Mystery Machine,2015,603,301,https://cdn.rebrickable.com/media/sets/75902-1.jpg,3,29.99,2,4.9,October 2016,172.55
75903-1,Haunted Lighthouse,2015,603,437,https://cdn.rebrickable.com/media/sets/75903-1.jpg,4,39.99,3,4.7,October 2016,138.73
75904-1,Mystery Mansion,2015,603,861,https://cdn.rebrickable.com/media/sets/75904-1.jpg,6,69.99,4,4.7,November 2016,228.58
75911-1,McLaren Mercedes Pit Stop,2015,601,340,https://cdn.rebrickable.com/media/sets/75911-1.jpg,3,29.99,3,4.8,September 2016,109.16
75912-1,Porsche 911 GT Finish Line,2015,601,573,https://cdn.rebrickable.com/media/sets/75912-1.jpg,4,39.99,4,4.7,November 2016,122.93
75913-1,F14 T & Scuderia Ferrari Truck,2015,601,892,https://cdn.rebrickable.com/media/sets/75913-1.jpg,6,79.99,6,4.8,November 2016,239.15
75916-1,Dilophosaurus Ambush,2015,602,248,https://cdn.rebrickable.com/media/sets/75916-1.jpg,2,29.99,2,4.8,December 2016,95.57
75917-1,Raptor Rampage,2015,602,324,https://cdn.rebrickable.com/media/sets/75917-1.jpg,3,49.99,2,4.2,December 2016,120.55
75918-1,T-Rex Tracker,2015,602,521,https://cdn.rebrickable.com/media/sets/75918-1.jpg,3,59.99,3,4.6,November 2016,107.06
75919-1,Indominus rex Breakout,2015,602,1156,https://cdn.rebrickable.com/media/sets/75919-1.jpg,4,99.99,3,4.5,November 2016,386.13
75920-1,Raptor Escape,2015,602,394,https://cdn.rebrickable.com/media/sets/75920-1.jpg,2,39.99,2,4.8,June 2015,149.82
75927-1,Stygimoloch Breakout,2018,602,222,https://cdn.rebrickable.com/media/sets/75927-1.jpg,2,34.99,2,4.5,January 2020,35.18
75928-1,Blue's Helicopter Pursuit,2018,602,397,https://cdn.rebrickable.com/media/sets/75928-1.jpg,3,49.99,2,4.8,February 2020,57.66
75929-1,Carnotaurus Gyrosphere Escape,2018,602,577,https://cdn.rebrickable.com/media/sets/75929-1.jpg,3,59.99,2,4.8,March 2020,84.86
75930-1,Indoraptor Rampage at Lockwood,2018,602,1019,https://cdn.rebrickable.com/media/sets/75930-1.jpg,6,119.99,3,4.9,March 2020,197.43
75931-1,Dilophosaurus Outpost Attack,2018,602,289,https://cdn.rebrickable.com/media/sets/75931-1.jpg,3,44.99,3,4.9,June 2020,64.85
75932-1,Jurassic Park Velociraptor Chase,2018,602,360,https://cdn.rebrickable.com/media/sets/75932-1.jpg,4,44.99,3,4.8,January 2020,54.10
75933-1,T-Rex Transport,2018,602,609,https://cdn.rebrickable.com/media/sets/75933-1.jpg,3,59.99,3,4.9,March 2020,104.22
75935-1,Baryonyx Face-Off: The Treasure Hunt,2019,602,434,https://cdn.rebrickable.com/media/sets/75935-1.jpg,4,59.99,1,4.6,July 2021,51.25
75936-1,Jurassic Park: T. rex Rampage,2019,602,3120,https://cdn.rebrickable.com/media/sets/75936-1.jpg,6,219.99,5,4.8,October 2021,277.44
75937-1,Triceratops Rampage,2019,602,447,https://cdn.rebrickable.com/media/sets/75937-1.jpg,4,54.99,3,4.8,November 2020,60.13
75938-1,T. rex vs Dino-Mech Battle,2019,602,716,https://cdn.rebrickable.com/media/sets/75938-1.jpg,4,79.99,2,4.8,January 2021,134.61
75940-1,Gallimimus and Pteranodon Breakout,2020,602,392,https://cdn.rebrickable.com/media/sets/75940-1.jpg,3,54.99,0,4.6,March 2022,42.18
75941-1,Indominus rex vs. Ankylosaurus,2020,602,537,https://cdn.rebrickable.com/media/sets/75941-1.jpg,5,89.99,4,4.7,December 2021,120.89
75946-1,Hungarian Horntail Triwizard Challenge,2019,246,265,https://cdn.rebrickable.com/media/sets/75946-1.jpg,4,29.99,4,4.8,November 2020,34.31
75947-1,Hagrid's Hut: Buckbeak's Rescue,2019,246,496,https://cdn.rebrickable.com/media/sets/75947-1.jpg,6,49.99,3,4.8,November 2021,54.47
75948-1,Hogwarts Clock Tower,2019,246,926,https://cdn.rebrickable.com/media/sets/75948-1.jpg,8,84.99,5,4.8,December 2022,80.46
75952-1,Newt's Case of Magical Creatures,2018,667,694,https://cdn.rebrickable.com/media/sets/75952-1.jpg,4,44.99,4,4.8,March 2020,58.32
75953-1,Hogwarts Whomping Willow,2018,246,754,https://cdn.rebrickable.com/media/sets/75953-1.jpg,6,59.99,2,4.6,December 2021,63.23
75954-1,Hogwarts Great Hall,2018,246,882,https://cdn.rebrickable.com/media/sets/75954-1.jpg,10,89.99,6,4.7,August 2021,96.48
75955-1,Hogwarts Express,2018,246,806,https://cdn.rebrickable.com/media/sets/75955-1.jpg,6,74.99,3,4.6,November 2022,67.54
75956-1,Quidditch Match,2018,246,500,https://cdn.rebrickable.com/media/sets/75956-1.jpg,6,34.99,4,4.9,November 2020,59.53
75957-1,The Knight Bus,2019,246,403,https://cdn.rebrickable.com/media/sets/75957-1.jpg,3,34.99,2,4.8,January 2022,45.25
75958-1,Beauxbatons' Carriage: Arrival at Hogwarts,2019,246,431,https://cdn.rebrickable.com/media/sets/75958-1.jpg,4,44.99,4,4.8,January 2021,57.94
75964-1,Harry Potter Advent Calendar 2019,2019,710,305,https://cdn.rebrickable.com/media/sets/75964-1.jpg,8,24.99,6,4.7,December 2019,42.04
75967-1,Forbidden Forest: Umbridge's Encounter,2020,246,254,https://cdn.rebrickable.com/media/sets/75967-1.jpg,5,24.99,3,4.7,January 2022,30.45
75972-1,Dorado Showdown,2019,669,419,https://cdn.rebrickable.com/media/sets/75972-1.jpg,3,29.99,2,4.5,January 2020,35.70
75973-1,D.Va & Reinhardt,2019,669,455,https://cdn.rebrickable.com/media/sets/75973-1.jpg,2,34.99,2,4.8,August 2020,92.31
75974-1,Bastion,2019,669,602,https://cdn.rebrickable.com/media/sets/75974-1.jpg,0,54.99,0,4.9,September 2020,113.62
75975-1,Watchpoint: Gibraltar,2019,669,730,https://cdn.rebrickable.com/media/sets/75975-1.jpg,4,79.99,3,4.6,December 2020,83.62
75976-1,Wrecking Ball,2019,669,227,https://cdn.rebrickable.com/media/sets/75976-1.jpg,1,17.99,1,4.8,November 2020,47.08
75977-1,Junkrat & Roadhog,2019,669,380,https://cdn.rebrickable.com/media/sets/75977-1.jpg,2,44.99,2,4.7,February 2022,59.47
75979-1,Hedwig,2020,246,630,https://cdn.rebrickable.com/media/sets/75979-1.jpg,1,34.99,1,4.7,December 2023,41.25
75980-1,Attack on The Burrow,2020,246,1052,https://cdn.rebrickable.com/media/sets/75980-1.jpg,8,89.99,6,4.7,December 2022,102.72
75981-1,Harry Potter Advent Calendar 2020,2020,710,335,https://cdn.rebrickable.com/media/sets/75981-1.jpg,6,24.99,3,4.6,March 2021,29.60
75997-1,Ant-Man & The Wasp,2018,696,218,https://cdn.rebrickable.com/media/sets/75997-1.jpg,1,31.59,0,4.9,July 2018,287.94
76001-1,The Bat vs. Bane: Tumbler Chase,2013,697,368,https://cdn.rebrickable.com/media/sets/76001-1.jpg,3,39.99,3,4.7,January 2015,63.29
76003-1,Superman: Battle of Smallville,2013,701,419,https://cdn.rebrickable.com/media/sets/76003-1.jpg,5,39.99,3,4.5,January 2015,47.71
76004-1,Spider-Man: Spider-Cycle Chase,2013,706,238,https://cdn.rebrickable.com/media/sets/76004-1.jpg,3,19.99,2,4.5,February 2015,30.29
76005-1,Spider-Man: Daily Bugle Showdown,2013,706,477,https://cdn.rebrickable.com/media/sets/76005-1.jpg,5,39.99,4,4.8,February 2015,124.25
76007-1,Iron Man: Malibu Mansion Attack,2013,705,365,https://cdn.rebrickable.com/media/sets/76007-1.jpg,5,34.99,5,4.6,February 2015,78.68
76012-1,Batman: The Riddler Chase,2014,697,305,https://cdn.rebrickable.com/media/sets/76012-1.jpg,3,29.99,2,4.3,November 2015,44.03
76013-1,Batman: The Joker Steam Roller,2014,697,488,https://cdn.rebrickable.com/media/sets/76013-1.jpg,5,49.99,4,4.5,November 2015,49.10
76015-1,Doc Ock Truck Heist,2014,706,238,https://cdn.rebrickable.com/media/sets/76015-1.jpg,3,19.99,2,4.7,November 2015,44.47
76016-1,Spider-Helicopter Rescue,2014,706,300,https://cdn.rebrickable.com/media/sets/76016-1.jpg,4,44.99,3,4.3,January 2016,55.00
76018-1,Hulk Lab Smash,2014,702,399,https://cdn.rebrickable.com/media/sets/76018-1.jpg,5,49.99,5,4.7,November 2015,94.22
76020-1,Knowhere Escape Mission,2014,704,434,https://cdn.rebrickable.com/media/sets/76020-1.jpg,3,44.99,2,4.5,December 2015,72.36
76021-1,The Milano Spaceship Rescue,2014,704,667,https://cdn.rebrickable.com/media/sets/76021-1.jpg,5,69.99,4,4.8,October 2015,205.77
76022-1,X-Men vs. The Sentinel,2014,707,337,https://cdn.rebrickable.com/media/sets/76022-1.jpg,4,44.99,4,4.8,December 2015,109.18
76023-1,The Tumbler,2014,698,1873,https://cdn.rebrickable.com/media/sets/76023-1.jpg,2,159.99,2,4.7,January 2016,187.66
76026-1,Gorilla Grodd Goes Bananas,2015,700,348,https://cdn.rebrickable.com/media/sets/76026-1.jpg,6,49.99,4,4.6,December 2016,72.42
76027-1,Black Manta Deep Sea Strike,2015,700,389,https://cdn.rebrickable.com/media/sets/76027-1.jpg,4,49.99,3,4.5,December 2015,57.08
76028-1,Darkseid Invasion,2015,700,547,https://cdn.rebrickable.com/media/sets/76028-1.jpg,5,59.99,4,4.6,November 2015,103.66
76030-1,Avengers Hydra Showdown,2015,702,221,https://cdn.rebrickable.com/media/sets/76030-1.jpg,3,19.99,0,4.6,November 2016,34.57
76031-1,The Hulk Buster Smash,2015,702,249,https://cdn.rebrickable.com/media/sets/76031-1.jpg,4,29.99,2,4.5,December 2016,84.05
76032-1,The Avengers Quinjet City Chase,2015,702,723,https://cdn.rebrickable.com/media/sets/76032-1.jpg,5,69.99,1,4.7,December 2016,124.20
76034-1,Batboat Harbor Pursuit,2015,697,265,https://cdn.rebrickable.com/media/sets/76034-1.jpg,3,29.99,2,4.5,November 2016,65.90
76035-1,Jokerland,2015,697,1038,https://cdn.rebrickable.com/media/sets/76035-1.jpg,8,89.99,6,4.5,October 2016,160.13
76037-1,Rhino and Sandman Super Villain Team-up,2015,706,387,https://cdn.rebrickable.com/media/sets/76037-1.jpg,4,44.99,4,4.8,November 2016,103.19
76038-1,Attack on Avengers Tower,2015,702,516,https://cdn.rebrickable.com/media/sets/76038-1.jpg,5,59.99,2,4.7,November 2016,138.06
76041-1,The Hydra Fortress Smash,2015,702,405,https://cdn.rebrickable.com/media/sets/76041-1.jpg,5,49.99,2,4.7,November 2015,102.22
76042-1,The SHIELD Helicarrier,2015,702,2996,https://cdn.rebrickable.com/media/sets/76042-1.jpg,17,269.99,6,4.5,November 2017,417.73
76045-1,Kryptonite Interception,2016,700,307,https://cdn.rebrickable.com/media/sets/76045-1.jpg,3,29.99,2,4.8,December 2017,67.37
76046-1,Heroes of Justice: Sky High Battle,2016,700,518,https://cdn.rebrickable.com/media/sets/76046-1.jpg,5,54.99,3,4.6,December 2016,65.89
76047-1,Black Panther Pursuit,2016,696,288,https://cdn.rebrickable.com/media/sets/76047-1.jpg,3,29.99,2,4.7,November 2017,61.42
76048-1,Iron Skull Sub Attack,2016,702,335,https://cdn.rebrickable.com/media/sets/76048-1.jpg,4,29.99,4,4.4,February 2017,46.74
76049-1,Avenjet Space Mission,2016,702,524,https://cdn.rebrickable.com/media/sets/76049-1.jpg,5,49.99,5,4.7,December 2016,123.30
76051-1,Super Hero Airport Battle,2016,696,808,https://cdn.rebrickable.com/media/sets/76051-1.jpg,7,69.99,5,4.7,December 2017,158.50
76052-1,Batman Classic TV Series - Batcave,2016,697,2526,https://cdn.rebrickable.com/media/sets/76052-1.jpg,9,229.99,9,4.6,March 2018,227.63
76053-1,Batman: Gotham City Cycle Chase,2016,697,224,https://cdn.rebrickable.com/media/sets/76053-1.jpg,3,19.99,2,4.3,November 2017,24.58
76054-1,Batman: Scarecrow Harvest of Fear,2016,697,564,https://cdn.rebrickable.com/media/sets/76054-1.jpg,5,59.99,5,4.4,March 2018,78.51
76055-1,Batman: Killer Croc Sewer Smash,2016,697,760,https://cdn.rebrickable.com/media/sets/76055-1.jpg,5,69.99,4,4.5,March 2018,113.50
76056-1,Batman: Rescue from Ra's al Ghul,2016,697,257,https://cdn.rebrickable.com/media/sets/76056-1.jpg,4,34.99,4,4.6,March 2018,53.71
76057-1,Spider-Man: Web Warriors Ultimate Bridge Battle,2016,706,1093,https://cdn.rebrickable.com/media/sets/76057-1.jpg,7,99.99,5,4.8,December 2017,232.54
76058-1,Spider-Man: Ghost Rider Team-up,2016,706,218,https://cdn.rebrickable.com/media/sets/76058-1.jpg,3,19.99,2,4.8,November 2017,65.59
76059-1,Spider-Man: Doc Ock's Tentacle Trap,2016,706,447,https://cdn.rebrickable.com/media/sets/76059-1.jpg,5,44.99,4,4.5,November 2017,63.18
76060-1,Doctor Strange's Sanctum Sanctorum,2016,696,359,https://cdn.rebrickable.com/media/sets/76060-1.jpg,3,29.99,3,4.9,June 2017,43.02
76067-1,Tanker Truck Takedown,2016,696,330,https://cdn.rebrickable.com/media/sets/76067-1.jpg,4,34.99,2,4.9,August 2016,99.64
76075-1,Wonder Woman Warrior Battle,2017,695,286,https://cdn.rebrickable.com/media/sets/76075-1.jpg,2,29.99,2,4.8,March 2018,48.16
76077-1,Iron Man: Detroit Steel Strikes,2017,702,378,https://cdn.rebrickable.com/media/sets/76077-1.jpg,3,29.99,3,4.7,January 2019,59.50
76080-1,Ayesha's Revenge,2017,704,324,https://cdn.rebrickable.com/media/sets/76080-1.jpg,4,29.99,4,4.7,January 2018,82.56
76081-1,The Milano vs. The Abilisk,2017,704,462,https://cdn.rebrickable.com/media/sets/76081-1.jpg,5,44.99,5,4.7,January 2018,133.76
76083-1,Beware the Vulture,2017,706,376,https://cdn.rebrickable.com/media/sets/76083-1.jpg,4,44.99,3,4.5,December 2018,56.60
76084-1,The Ultimate Battle for Asgard,2017,696,401,https://cdn.rebrickable.com/media/sets/76084-1.jpg,6,49.99,4,4.3,August 2018,72.81
76086-1,Knightcrawler Tunnel Attack,2017,700,623,https://cdn.rebrickable.com/media/sets/76086-1.jpg,4,54.99,2,4.5,September 2018,67.29
76087-1,Flying Fox: Batmobile Airlift Attack,2017,700,956,https://cdn.rebrickable.com/media/sets/76087-1.jpg,6,99.99,2,4.6,January 2019,151.20
76088-1,Thor vs. Hulk: Arena Clash,2017,696,493,https://cdn.rebrickable.com/media/sets/76088-1.jpg,5,54.99,5,4.5,August 2018,116.09
76095-1,Black Manta Strike,2018,695,235,https://cdn.rebrickable.com/media/sets/76095-1.jpg,3,29.99,3,4.8,December 2019,70.56
